English Word,English Correct Count,English Call Count,English Percent Correct,German Word,German Correct Count,German Call Count,German Percent Correct
whose,13,18,72.22,wessen,9,16,56.25
The Grapes,9,10,90,Die Trauben,9,11,81.82
the customers,15,26,57.69,die kunden,10,14,71.42857142857143
The Asparagus,9,11,81.81818181818183,Der Spargel,11,14,78.57142857142857
The baked goods,11,18,61.11,die Backwaren,8,9,88.89
beforehand,11,14,78.57142857142857,vorher,11,17,64.71
new year's eve,9,9,100,silvester,11,13,84.61538461538461
Christmas,8,8,100,Weihnachten,10,10,100
even,9,12,75,sogar,13,22,59.09090909090909
the fruit cake,11,15,73.33,der stollen,8,11,72.72727272727273
The Dentist,7,8,87.5,Der Zahnartz,7,7,100
strict,8,9,88.88888888888889,streng,11,17,64.70588235294117
to stand,8,9,88.89,stehen,9,11,81.81818181818183
the gloves,8,8,100,Die Handschuhe,11,14,78.57142857142857
for Christmas,9,10,90,zu weihnachten,8,8,100
since,8,9,88.88888888888889,seit,8,8,100
the mirror,7,7,100,der Spiegel,8,9,88.88888888888889
to place,9,11,81.81818181818183,stellen,13,25,52
the dresser,15,25,60,die  Kommode,7,7,100
the furniture store,7,8,87.5,das Möbelhaus,7,7,100
the drug store,14,20,70,der Drogeriemarkt,9,10,90
the corner,10,12,83.33333333333334,die ecke,8,10,80
the soap,7,9,77.78,die Seife,8,10,80
the basement,9,11,81.81818181818183,der keller,8,8,100
comfortable,11,19,57.89473684210527,gemütlich,11,20,55.00000000000001
other,9,10,90,andere,11,18,61.11111111111112
the pencil,12,22,54.55,der Bleistift,9,12,75
the floor,8,9,88.88888888888889,Der Boden,9,12,75
the magazines,8,11,72.72727272727273,die Zeitschriften,10,17,58.82352941176471
to lay,8,10,80,legen,7,8,87.5
mean,8,8,100,gemein,8,10,80
look out,8,10,80,pass auf,9,14,64.28571428571429
careful,8,10,80,vorsichtig,9,13,69.23076923076923
the scooter,8,10,80,der Motorroller,9,14,64.29
the stop sign,8,10,80,das Stoppschild,11,11,100
the beard,11,18,61.11111111111112,der bart,9,10,90
to come in,9,13,69.23076923076923,reinkommen,14,23,60.87
scared,7,8,87.5,angst,8,13,61.54
what happened,8,10,80,Was ist passiert,8,8,100
done,7,7,100,fix und fertig,8,8,100
have planned,13,18,72.22,haven vor,16,31,51.61290322580645
the plates,11,15,73.33,die teller,12,20,60
the field,14,23,60.87,der Wiese,7,8,87.5
the legs,11,12,91.67,die Beine,9,11,81.81818181818183
the onions,10,10,100,die Zwiebeln,9,15,60
to use,8,9,88.89,benutzen,9,12,75
the coat,8,8,100,der mantel,8,8,100
the beer mug,9,9,100,der bierkrug,8,8,100
the apron,8,9,88.88888888888889,die Schürze,8,12,66.67
the festival,10,10,100,das fest,8,9,88.89
to try on,8,8,100,anprobieren,8,10,80
the dressing rooms,9,9,100,Die Umkleidekabinen,8,12,66.66666666666666
the pants,8,10,80,die hose,8,8,100
to fit,14,20,70,passen,9,12,75
too tight,7,8,87.5,zu eng,8,11,72.72727272727273
it does not matter,7,9,77.78,egal,8,9,88.88888888888889
The mushroom,7,8,87.5,Der Pilz,8,11,72.72727272727273
fabulous,9,11,81.81818181818183,großartig,11,19,57.89
the tallest,7,7,100,am höchsten,9,13,69.23
the nature,8,8,100,die natur,8,8,100
the plane,19,37,51.35135135135135,das flugzeug,11,18,61.11
nobody,10,10,100,niemand,8,10,80
to demonstrate,15,28,53.57,zeigen,14,27,51.85185185185185
the alarm,8,11,72.72727272727273,der wecker,9,13,69.23076923076923
to get up,11,16,68.75,aufstehen,8,10,80
the news,12,20,60,die Nachrichten,12,19,63.1578947368421
brush my teeth,10,14,71.42857142857143,putze mir die Zähne,7,8,87.5
the company,7,8,87.5,die ferma,8,10,80
the cafeteria,10,14,71.43,der kantine,8,8,100
around,12,17,70.58823529411765,gegen,11,19,57.89
to turn off,8,9,88.88888888888889,ausmachen,14,24,58.33
to fall asleep,8,9,88.88888888888889,einschlafen,9,15,60
the farm,8,11,72.73,der Bauernhof,8,9,88.89
downstairs,7,9,77.78,unten,11,18,61.11111111111112
the lion,8,12,66.67,der Löwe,11,11,100
the rabbit,10,12,83.33333333333334,das Kaninchen,8,9,88.88888888888889
to laugh,9,10,90,Lachen,9,9,100
about,7,7,100,über,9,12,75
to tell,11,18,61.11,erzählen,11,23,47.82608695652174
daily,7,7,100,täglich,9,10,90
the sweets,11,15,73.33,die Süßigkeiten,9,9,100
sailing,8,10,80,segeln,11,18,61.11
the tent,8,11,72.73,das zelt,9,10,90
isn't it,11,13,84.61538461538461,nicht war,7,8,87.5
in a hurry,9,9,100,in Eile,9,11,81.81818181818183
waiting room,8,9,88.89,wartezimmer,7,7,100
what about,8,10,80,Worüber,9,16,56.25
what is new,8,9,88.88888888888889,was gibt's Neues,9,9,100
one and a half,7,7,100,eineinhalb,8,8,100
to break up,9,10,90,schluss machen,16,27,59.25925925925925
difficult,9,9,100,schwierig,8,9,88.89
snored,11,14,78.57142857142857,hat geschnarcht,8,9,88.88888888888889
washed the dishes,8,9,88.88888888888889,abgewaschen,13,24,54.17
strange,8,9,88.88888888888889,komisch,8,8,100
to snore,9,11,81.81818181818183,schnarchen,9,10,90
really,8,9,88.89,echt,10,10,100
mad,10,15,66.67,sauer,11,18,61.11111111111112
to lose (at something),11,14,78.57142857142857,verloren,9,14,64.29
last,9,14,64.28571428571429,zuletzt,8,9,88.88888888888889
upstairs,8,10,80,oben,11,15,73.33333333333333
the nap,10,11,90.91,das Nickerchen,9,11,81.81818181818183
under,9,9,100,unter,9,12,75
to give up,8,12,66.66666666666666,aufgeben,8,13,61.53846153846154
days,9,10,90,tagen,9,9,100
to get,11,11,100,bekommen,9,13,69.23076923076923
the birth year,8,8,100,das Geburtsjahr,8,9,88.88888888888889
to arrive,7,7,100,ankommen,8,12,66.66666666666666
the second,8,8,100,die sekunde,10,14,71.42857142857143
the headphones,8,9,88.89,die Kopfhörer ,8,10,80
behind,8,8,100,hinter,10,12,83.33333333333334
the drawer,10,12,83.33333333333334,der Schublade,9,12,75
the wallet,9,10,90,Der Geldbeutel,8,9,88.88888888888889
everywhere,10,10,100,überall,9,15,60
well-known,11,11,100,bekannt,10,14,71.42857142857143
computer science,9,10,90,informatik,8,10,80
clear,9,9,100,klar,8,8,100
to answer,9,11,81.81818181818183,anworten,10,12,83.33333333333334
to listen,7,8,87.5,zuhören,9,11,81.81818181818183
the lecture,15,27,55.56,der Vorlesung,14,24,58.33
the bathtub,8,9,88.89,die Badewanne,10,14,71.42857142857143
the day after tomorrow,7,8,87.5,übermorgen,8,12,66.67
the cash,12,20,60,das bargeld,9,9,100
the seats,8,8,100,die Sitzplätze,16,28,57.14285714285714
to pay for,8,9,88.88888888888889,bezahlen,12,23,52.17
famous,10,13,76.92307692307693,berühmt,12,18,66.67
guy,7,7,100,typ,10,10,100
the stage,20,33,60.60606060606061,die Bühne,9,12,75
the day before yesterday,10,10,100,vorgestern,9,12,75
the apprenticeship,14,19,73.68,die Ausbildung,9,14,64.28571428571429
major,12,14,85.71,hauptfach,8,10,80
to lose (something),10,15,66.67,verlieren,11,19,57.89473684210527
to ride,16,26,61.54,Reiten,10,16,62.5
to practice,11,13,84.62,trainieren,8,8,100
to do math,7,7,100,rechnen,7,9,77.78
to spell,10,13,76.92,buchstabieren,9,13,69.23076923076923
to belong to,9,10,90,gehören ,10,19,52.63157894736842
colored pencils,8,10,80,Farbstifte,10,13,76.92307692307693
the drawing,9,13,69.23076923076923,Die Zeichnung,10,17,58.82
to climb,8,9,88.88888888888889,klettern,8,9,88.89
the playground,11,15,73.33333333333333,Der Spielplatz,8,8,100
to take place,12,17,70.58823529411765,statt finden,13,22,59.09090909090909
to become,14,20,70,werden,8,11,72.73
writer,14,23,60.87,Schriftsteller,11,16,68.75
to build,7,7,100,bauen,13,20,65
awful,7,9,77.78,schrecklich,8,13,61.53846153846154
one day,10,10,100,eines tages,8,11,72.73
the landscape,13,19,68.42,Die Landschaft,8,12,66.67
the prize,11,14,78.57142857142857,Der Preis,8,10,80
what kind of,9,11,81.81818181818183,Was für,8,12,66.67
the people,7,7,100,der Menschen,10,13,76.92307692307693
the environment,8,11,72.73,die Umwelt,9,12,75
to earn,8,8,100,verdienen,11,15,73.33
the tie,10,11,90.91,die Krawatte,9,9,100
the briefcase,8,9,88.89,die Aktentasche,8,10,80
horrible,13,22,59.09090909090909,scheußlich,9,13,69.23
the notebook,11,15,73.33333333333333,das Notizbuch,11,12,91.66666666666666
the mug,8,9,88.88888888888889,der becher,10,12,83.33333333333334
huge,7,9,77.78,riesigen,9,12,75
the belt,10,12,83.33333333333334,der Gürtel,8,8,100
You did not know that,13,23,56.52173913043478,Hast du das nicht gewusst?,12,21,57.14285714285714
the bike ride,8,10,80,die Radtour,9,11,81.81818181818183
rained,7,7,100,geregnet,8,8,100
the thunderstorm,7,8,87.5,das Gewitter,8,9,88.88888888888889
piece of advice,10,12,83.33333333333334,Ratschlag,11,19,57.89473684210527
pale,7,7,100,blass,10,16,62.5
feel bad for,10,13,76.92307692307693,habe Mitleid mit,19,37,51.35135135135135
benefits,17,33,51.52,vorteile,9,13,69.23076923076923
walk,7,8,87.5,spaziergang,8,11,72.72727272727273
stiff,11,18,61.11,steif,8,9,88.88888888888889
the neck,8,12,66.66666666666666,der nacken,8,8,100
the story,7,9,77.78,die Geschichte,8,12,66.67
the helicopter,16,27,59.26,der Hubschrauber,7,8,87.5
the snake,8,8,100,die Schlange,11,17,64.70588235294117
sassy,8,10,80,frech,8,11,72.72727272727273
hard working,13,21,61.9,fleißig,10,15,66.67
when I was a kid,10,13,76.92,als ich ein kind war,8,8,100
cartoons,12,19,63.16,Zeichentrickfilme ,9,9,100
not at all,12,20,60,gar nicht,8,10,80
liked,13,20,65,gemocht,11,16,68.75
members,8,11,72.72727272727273,Mitglieder,14,23,60.86956521739131
easy,15,27,55.56,leicht,8,10,80
geography,13,20,65,Erdkunde,8,11,72.72727272727273
hated,9,10,90,gehasst,11,16,68.75
subject,8,9,88.89,Fach,10,16,62.5
have traveled,8,9,88.88888888888889,bist ... gereist,10,17,58.82352941176471
have stayed,24,47,51.06382978723404,bist ... geblieben,13,21,61.90476190476191
countries,8,10,80,Länder,8,10,80
the monitor,14,20,70,der Bildschirm,8,8,100
regularly,8,9,88.89,regelmäßig,8,9,88.88888888888889
inside,7,7,100,drinnen,8,8,100
to tidy up,10,13,76.92307692307693,aufräumen,15,29,51.72
agreed,14,25,56,einverstanden,20,39,51.28205128205128
the furniture,11,17,64.70588235294117,die Möbel,8,10,80
unusual,13,22,59.09090909090909,ungewöhnlich,8,11,72.72727272727273
the stove,7,8,87.5,der herd,11,13,84.61538461538461
across from,10,14,71.43,gegenüber,9,12,75
square meters,8,10,80,Quadratmeter ,8,11,72.73
especially,9,12,75,besonders,14,25,56
to go outside,7,10,70,hinausgehen,8,11,72.72727272727273
to chat,10,12,83.33333333333334,plaudern,10,12,83.33333333333334
nevertheless,8,11,72.73,trotzdem,11,18,61.11
the blanket,8,11,72.72727272727273,die decke,8,12,66.66666666666666
the knife,12,19,63.16,das messer,8,11,72.72727272727273
the fork,9,13,69.23,die gabel,11,12,91.66666666666666
to feed,12,19,63.16,fütteren,7,8,87.5
to look after,8,10,80,aufpassen,10,19,52.63157894736842
the flat tire,11,14,78.57142857142857,die Reifenpanne,8,9,88.89
the tire,10,15,66.66666666666666,der Reifen,9,11,81.81818181818183
to change,15,25,60,wechseln,10,14,71.43
to lend,8,9,88.89,leihen,8,12,66.66666666666666
the letter,10,16,62.5,der breif,8,8,100
the stamp,16,25,64,die briefmarke,8,8,100
the envelope,8,10,80,der briefumschlag,8,11,72.72727272727273
the package,11,12,91.66666666666666,das Paket ,11,18,61.11111111111112
out of town,7,8,87.5,verreist,8,12,66.66666666666666
to accept,9,12,75,annehmen,11,19,57.89473684210527
out of town for business,9,12,75,geschäftlich verreist,10,16,62.5
the oil,7,8,87.5,das Öl,9,9,100
to fry,8,8,100,braten,9,10,90
the cans,11,12,91.66666666666666,die Dosen,9,14,64.29
secretary,8,9,88.88888888888889,Sekretär,8,13,61.53846153846154
to copy,11,17,64.71,kopieren,10,11,90.9090909090909
handyman,8,9,88.88888888888889,Handwerker,9,11,81.81818181818183
to repair,8,8,100,reparieren,8,10,80
to grade,7,7,100,korrigieren,8,12,66.66666666666666
to close,8,9,88.88888888888889,zumachen,13,22,59.09090909090909
to open up,9,10,90,aufmachen,12,20,60
to spend (time),21,41,51.21951219512195,verbringen,14,27,51.85185185185185
went out,9,14,64.28571428571429,sind...ausgegangen,9,11,81.81818181818183
rarely,12,20,60,selten,9,12,75
the bean,9,10,90,die Bohne,10,14,71.42857142857143
the salmon,8,10,80,der Lachs,9,13,69.23
free of charge,8,8,100,kostenlos,9,13,69.23
anything else for you,7,9,77.78,Sonst noch etwas für Sie,10,14,71.42857142857143
the zipcode,8,10,80,Die Postleitzahl,11,19,57.89473684210527
a quarter of an hour,8,8,100,eine Viertelstunde,8,12,66.67
the juice,8,10,80,der saft,7,7,100
change ($),9,12,75,kleingeld,13,24,54.16666666666666
the delivery person,11,21,52.38095238095239,Der Lieferant ,8,12,66.67
the tip,7,9,77.78,das Trinkgeld,8,10,80
but rather,9,9,100,sondern,16,27,59.25925925925925
the garlic,8,10,80,der Knoblauch ,9,11,81.81818181818183
vinegar,7,9,77.78,essig,10,10,100
outstanding,8,11,72.73,hervorragend ,10,16,62.5
opened,9,14,64.29,aufgemacht,15,28,53.57142857142857
got up,9,12,75,aufgestanden,15,27,55.56
to offer,10,16,62.5,anbieten,12,20,60
to lie,8,10,80,lügen,8,11,72.73
degree,7,9,77.78,Abschluss,15,28,53.57142857142857
the ghost,10,12,83.33333333333334,das Gespenst,8,11,72.72727272727273
the monster,11,18,61.11,das Ungeheuer,9,10,90
the monkey,8,10,80,der affe,8,8,100
curious,13,21,61.9,neugierig,8,11,72.73
to shout,8,11,72.72727272727273,schreien,11,18,61.11
to wake up,8,10,80,wecken,12,20,60
to meet,7,9,77.78,kennenlernen,9,9,100
met,7,8,87.5,kennengelernt,8,9,88.88888888888889
the sunglasses,7,7,100,die Sonnenbrille,10,10,100
offers,10,14,71.43,bietet an,20,37,54.05
the sky,9,9,100,der himmel,8,8,100
how do you feel,10,15,66.67,Wie fühlst du dich,8,9,88.89
passed,13,20,65,bestanden,11,18,61.11111111111112
to pass,8,10,80,bestehen,13,23,56.52173913043478
depressed,10,14,71.43,deprimiert,8,9,88.89
to argue,12,20,60,streiten,8,12,66.66666666666666
the rain,9,9,100,der regen,9,9,100
report card,14,24,58.333333333333336,Zeugnis,9,14,64.28571428571429
the spider,8,9,88.89,die spinne,8,10,80
to cry,7,9,77.78,Weinen,8,8,100
traffic,7,7,100,stau,10,11,90.9090909090909
annoyed,17,28,60.71,geärgert,8,11,72.72727272727273
was excited,16,30,53.333333333333336,gefreut,20,39,51.28205128205128
back then,11,17,64.71,Damals,10,16,62.5
The building,7,9,77.78,das Gebäude,8,9,88.88888888888889
to unpack,7,9,77.78,auspacken,8,10,80
unpacked,11,16,68.75,ausgepackt,9,10,90
to share,9,12,75,teilen,7,9,77.78
the wall,14,23,60.87,die wand,9,9,100
the trash can,8,10,80,der Mülleimer,8,11,72.73
next to,9,9,100,neben,9,9,100
the map,7,9,77.78,die landkarte,8,8,100
the printer,7,8,87.5,der druker,8,10,80
the curtain,7,7,100,der vorhang,10,15,66.66666666666666
the fan,8,12,66.66666666666666,Der Ventilator,8,9,88.88888888888889
brought along,7,9,77.78,mitgebracht,8,9,88.88888888888889
the electric kettle,10,16,62.5,der Wasserkocher,8,11,72.72727272727273
the bedsheets,13,21,61.9,die Bettlaken,13,26,50
to fill out,10,12,83.33333333333334,ausfüllen,8,10,80
filled out,9,11,81.81818181818183,ausgefüllt,9,12,75
whose,9,11,81.81818181818183,wessen,10,15,66.66666666666666
the city map,7,10,70,Der stadtplan,11,11,100
the bridge,7,8,87.5,die Brücke,8,9,88.88888888888889
of the,8,9,88.88888888888889,vom,8,11,72.72727272727273
to cross,10,16,62.5,überqueren,12,18,66.66666666666666
gas,10,11,90.9090909090909,Benzin,8,9,88.88888888888889
the tank,9,11,81.81818181818183,der tank,7,8,87.5
the capital,12,19,63.16,die Hauptstadt,8,9,88.88888888888889
the hill,9,11,81.81818181818183,der Hügel,9,12,75
the crossing,11,16,68.75,Die Kreuzung,11,19,57.89473684210527
to drive around,7,9,77.78,um ... herumfahren,7,11,63.64
toured,7,10,70,besichtigt,19,38,50
in fact,10,15,66.67,tatsächlich,15,27,55.56
to stand in line,7,8,87.5,Schlange stehen,9,11,81.82
ever,9,11,81.82,jemals,14,27,51.85185185185185
visited,8,12,66.67,besichtigt,9,13,69.23076923076923
sex,8,11,72.72727272727273,geschlecht,9,12,75
exciting,12,19,63.16,spannend,13,20,65
summary,13,18,72.22222222222221,Zusammenfassung,9,11,81.81818181818183
Miles,8,9,88.88888888888889,Meilen,10,11,90.9090909090909
to knit,11,18,61.11,stricken,9,11,81.82
somewhere,8,11,72.72727272727273,irgendwo,8,12,66.66666666666666
snowed,7,8,87.5,geschneit,8,9,88.89
the winter boots,14,25,56.00000000000001,die Winterstiefel,8,11,72.72727272727273
flat,8,8,100,flach,11,16,68.75
freezing,7,8,87.5,eiskalt,8,11,72.72727272727273
weekly,7,8,87.5,wöchentlich,8,8,100
pleasant,10,16,62.5,angenehm,8,10,80
of,7,7,100,von,11,17,64.71
to die,8,12,66.66666666666666,sterben,10,14,71.42857142857143
wrong,8,9,88.88888888888889,falsch,7,8,87.5
the test,17,33,51.51515151515152,die Klassenarbeit,10,15,66.67
the sentence,7,8,87.5,der satz,11,16,68.75
the mistake,11,17,64.71,Der Fehler,10,17,58.82352941176471
to prepare for,9,12,75,vorbereiten,21,40,52.5
the vocabulary,7,8,87.5,die Vokabeln,8,8,100
argues,11,16,68.75,streitet sich,10,16,62.5
are allowed to,8,8,100,darf,12,23,52.17
to interrupt,10,15,66.67,stören,19,37,51.35135135135135
the class,19,37,51.35,Der Unterricht,10,14,71.43
the square,8,13,61.53846153846154,das viereck,8,10,80
the ruler,11,13,84.61538461538461,das lineal,9,9,100
took,8,12,66.66666666666666,habe .. genommen,9,12,75
the calculator,12,20,60,der Taschenrechner,9,13,69.23076923076923
the eraser,16,28,57.14285714285714,der Radiergummi,8,10,80
to cut class,14,25,56.00000000000001,schwänzen,10,15,66.66666666666666
to get married,11,16,68.75,heiraten,9,15,60
to sell,11,15,73.33,verkaufen,9,10,90
the folders,9,14,64.29,die Ordner,11,18,61.11
experience,19,36,52.77777777777778,Erfahrung,14,27,51.85
foreign languages,9,11,81.81818181818183,Fremdsprachen,9,13,69.23076923076923
necessary,17,30,56.67,notwendig,12,23,52.17
employees,12,22,54.55,Mitarbeiter,9,13,69.23
the lunchtime,9,12,75,die Mittagszeit,7,10,70
the sheep,7,7,100,das schaf,8,9,88.88888888888889
useful,8,8,100,nützlich,13,22,59.09
at least,7,9,77.78,wenigstens,9,14,64.29
to curse,8,12,66.66666666666666,schimpfen,8,11,72.72727272727273
The parrots,8,9,88.88888888888889,Die Papageien,10,17,58.82352941176471
the heater,16,27,59.25925925925925,die Heizung,8,11,72.73
the keyboard,7,7,100,Die Tastatur,9,11,81.81818181818183
angry,15,27,55.55555555555556,wütend,8,13,61.54
Fell down,16,28,57.14,runtergefallen,11,15,73.33333333333333
the flu,7,7,100,die Grippe,8,12,66.66666666666666
the accident,8,11,72.72727272727273,der unfall,7,9,77.78
singer (female),9,11,81.81818181818183,Sängerin,10,17,58.82352941176471
grew up,18,34,52.94117647058824,sind ... aufgewachsen,13,22,59.09090909090909
shown,22,43,51.16279069767442,haben ... gezeigt,11,19,57.89473684210527
the trash,7,8,87.5,der Müll,8,8,100
the laundry,7,10,70,Die Wäsche,10,15,66.66666666666666
the roof,8,12,66.66666666666666,das Dach,8,11,72.72727272727273
the poor,12,18,66.67,die Armen,10,14,71.42857142857143
the lawn,11,15,73.33333333333333,Der Rasen,11,15,73.33333333333333
to mow,7,8,87.5,mähen,9,12,75
The feeling of being alone in the woods,11,16,68.75,Waldeinsamkeit,10,14,71.42857142857143
invited,9,11,81.81818181818183,haben ...  eingeladen,8,10,80
the discount,9,12,75,die Ermäßigung,9,12,75
except for,9,12,75,Außer,16,33,48.48484848484848
most,7,9,77.78,meisten,16,31,51.61290322580645
inhabitants,7,9,77.78,einwohnen,10,16,62.5
Did you know,12,19,63.16,wusstest du,10,15,66.66666666666666
most beautiful,8,10,80,schönsten,8,12,66.67
ship,8,10,80,Schiff,11,17,64.70588235294117
to call back,9,12,75,zurückrufen,9,10,90
to hurry up,10,15,66.66666666666666,beeilen,17,33,51.51515151515152
do they remember,11,16,68.75,Erinnern sie sich,11,21,52.38095238095239
called back,11,17,64.71,haben ..  zurückgerufen,10,15,66.66666666666666
occupied,11,15,73.33333333333333,besetzt,10,16,62.5
to miss,15,28,53.57,verpassen,12,23,52.17391304347826
started,16,26,61.54,angefangen,7,11,63.64
the beginning,17,28,60.71428571428571,der anfang,9,14,64.29
the row,8,8,100,Die reihe,8,9,88.89
The Sequel,11,18,61.11,Die Fortsetzung,9,13,69.23076923076923
the plot,16,29,55.172413793103445,Die Handlung,10,14,71.42857142857143
nonsense,8,9,88.89,Quatsch,11,17,64.71
environmental protection,8,8,100,Umweltschutz,9,11,81.82
The poems,9,10,90,Die Gedichte,8,11,72.72727272727273
to fall in love,8,12,66.66666666666666,verlieben,9,12,75
the idea,8,10,80,die Idee,8,8,100
to suggest,12,17,70.59,vorschlagen,11,20,55.00000000000001
for example,11,16,68.75,zum Beispiel,7,8,87.5
the face,8,11,72.72727272727273,das Gesicht,8,10,80
the toothbrush,8,8,100,die Zahnbürste,9,14,64.28571428571429
the hairbrush,9,10,90,die Haarbürste,8,9,88.89
brushed,8,10,80,haben ... geputzt,12,23,52.17391304347826
to shave,12,18,66.67,rasieren,8,10,80
thin,8,9,88.88888888888889,dünn,10,11,90.9090909090909
The raincoat,8,8,100,Der Regenmantel,8,10,80
to put on,8,12,66.67,anziehen,14,27,51.85185185185185
felt,8,9,88.89,hast ... gefühlt,9,11,81.81818181818183
afterwards,11,16,68.75,danach,11,17,64.71
was there,9,12,75,gab es,11,18,61.11111111111112
to lie down,14,23,60.87,sich hinlegen,8,11,72.73
unbearable,9,12,75,unerträglich,8,11,72.73
sat,10,14,71.43,haben ... gesessen,8,12,66.67
the heat,7,7,100,die hitze,8,8,100
the wind,8,10,80,der wind,8,8,100
because of,7,10,70,wegen,15,26,57.69
to jump,8,8,100,springen,8,8,100
the wood,7,9,77.78,das holz,10,13,76.92
the kite,12,17,70.59,der drachen,11,18,61.11111111111112
the instructions,21,36,58.33,die Anweisungen,8,13,61.54
colorful,10,14,71.43,bunte,11,16,68.75
the throat,7,9,77.78,der hals,10,11,90.9090909090909
the cabbage,8,11,72.73,der kohl,7,7,100
to dry,7,8,87.5,abtrocknen,8,12,66.67
the sink,9,18,50,das Spülbecken,8,8,100
to break,14,27,51.85,zerbrechen,8,11,72.72727272727273
to vacuum,9,12,75,Staubsaugen,9,11,81.82
broke,11,16,68.75,habe ... zerbrochen,8,9,88.89
the spoon,7,8,87.5,der Löffel,9,11,81.81818181818183
between,10,11,90.9090909090909,zwischen,10,11,90.9090909090909
to comb,8,9,88.89,kämmen,10,15,66.66666666666666
moist,11,16,68.75,feucht,11,16,68.75
dry,8,10,80,trocken,11,16,68.75
the mouth,9,10,90,der Mund,9,14,64.29
to throw,13,19,68.42105263157895,werfen,8,11,72.72727272727273
the hat,9,13,69.23076923076923,Die Mütze,11,16,68.75
the bracelet,8,12,66.67,das armband,8,9,88.88888888888889
to go with (match),7,10,70,zupassen,20,39,51.28205128205128
to spend,9,15,60,ausgeben,12,23,52.17
The underwear,8,8,100,die Unterwäsche,8,11,72.73
The Jewelry,7,7,100,der schmuck,11,15,73.33
to give away,17,29,58.620689655172406,Verschenken,13,23,56.52
moved in,18,35,51.42857142857142,sind ... eingezogen,12,20,60
rest,11,17,64.71,Erholung,7,11,63.64
to set,15,25,60,decken,10,17,58.82352941176471
mech e,8,8,100,Maschinenbau,8,9,88.88888888888889
crazy,8,9,88.89,verrückt,9,9,100
likable,7,9,77.78,sympathisch,17,33,51.51515151515152
fashion,7,7,100,mode,10,16,62.5
the fur,7,7,100,das fell,7,11,63.64
the animal shelter,9,11,81.81818181818183,der Tierheim,9,13,69.23076923076923
to get along,8,13,61.53846153846154,sich verstehen,20,39,51.28205128205128
just as,10,12,83.33333333333334,genauso,7,7,100
fat,8,9,88.88888888888889,dick,8,11,72.73
cuddly,15,23,65.22,kuschelig,8,10,80
talented,12,20,60,begabt,22,40,55
to get worked up,10,17,58.82,sich aufregen,9,13,69.23076923076923
patient,18,30,60,geduldig,8,12,66.67
shy,8,10,80,schüchtern,15,26,57.692307692307686
electronics stores,8,8,100,Elektroläden,17,33,51.51515151515152
round,9,11,81.81818181818183,runden,7,9,77.78
the travel adapter,7,9,77.78,der Reiseadapter,8,9,88.89
to explain,7,9,77.78,erklären,11,17,64.70588235294117
lower (prices),8,11,72.72727272727273,niedriger,16,27,59.26
damaged,16,27,59.26,beschädigt,11,16,68.75
stupid/silly,8,10,80,blöd,8,13,61.54
to return,15,26,57.69,zurückkehren,9,14,64.28571428571429
to complain,11,16,68.75,sich beschweren,8,11,72.72727272727273
how about,8,12,66.66666666666666,Wie wäre es mit,11,19,57.89473684210527
to exchange,14,25,56,Umtauschen,8,13,61.53846153846154
to describe,9,13,69.23076923076923,beschreiben,9,12,75
to get back,7,10,70,zurückbekommen,13,25,52
I am not sure,8,12,66.66666666666666,Ich bin mir nicht sicher,9,9,100
mountain climbing,10,15,66.67,Bergsteigen,10,13,76.92307692307693
skydiving,7,7,100,Fallschirmspringen,8,10,80
risky,8,8,100,riskant,9,10,90
in my opinion,8,8,100,Meiner Meinung nach,8,11,72.73
kind of ice cream,8,10,80,Eissorte,10,15,66.66666666666666
whipped cream,8,8,100,Schlagsahne,8,8,100
fried,13,21,61.90476190476191,gebraten,10,11,90.9090909090909
to consume,10,16,62.5,verbrauchen,20,39,51.28205128205128
to protect,11,18,61.11111111111112,beschützen,17,32,53.125
forests,9,13,69.23076923076923,Wälder,15,29,51.72413793103448
on the topic of,7,8,87.5,zum Thema,11,17,64.70588235294117
conversations,7,10,70,Gespräche,13,23,56.52
the topics,11,14,78.57142857142857,die Themen,9,13,69.23076923076923
the topic,8,11,72.72727272727273,das thema,8,9,88.88888888888889
stubborn,8,8,100,stur,8,12,66.67
The Mud,11,16,68.75,Der matsch,8,8,100
to take along,8,10,80,mitnehmen,12,19,63.1578947368421
to your house,8,8,100,zu dir nach Hause,11,14,78.57142857142857
to your house (plural),10,14,71.43,zu dir euch Hause,10,19,52.63157894736842
the braces,7,9,77.78,die zahnspange,8,9,88.89
to introduce,14,26,53.84615384615385,vorstellen,19,37,51.35135135135135
the noise,11,19,57.89,die Geräusche,10,14,71.42857142857143
the cage,10,16,62.5,der Käfig,11,15,73.33333333333333
to feed,8,8,100,füttern,10,11,90.9090909090909
the twins,11,16,68.75,die Zwillinge,7,8,87.5
generous,14,23,60.86956521739131,großzügig,10,13,76.92307692307693
to steal,7,10,70,stehlen,9,12,75
introduced,16,31,51.61290322580645,haben vorgestellt,10,14,71.42857142857143
thirsty,7,7,100,durstig,11,15,73.33333333333333
to charge,7,10,70,aufladen,8,12,66.67
salesperson (male),9,12,75,Verkäufer,19,36,52.77777777777778
the island,9,12,75,die insel,9,11,81.81818181818183
the islands,8,8,100,die inseln,9,12,75
in favor of us,11,15,73.33,"dafür, dass wir",13,21,61.90476190476191
the guidebook,7,9,77.78,der Reiseführer,9,16,56.25
sense,8,9,88.88888888888889,sinn,8,11,72.72727272727273
