English Word,English Correct Count,English Call Count,English Percent Correct,German Word,German Correct Count,German Call Count,German Percent Correct
to place,8,10,80,stellen,13,25,52
the dresser,15,25,60,die  Kommode,7,7,100
the furniture store,7,8,87.5,das Möbelhaus,7,7,100
the drug store,14,20,70,der Drogeriemarkt,9,10,90
the corner,9,10,90,die ecke,7,9,77.78
the soap,7,9,77.78,die Seife,8,10,80
the basement,8,10,80,der keller,8,8,100
comfortable,9,15,60,gemütlich,10,18,55.56
other,9,10,90,andere,10,17,58.82352941176471
the pencil,12,22,54.55,der Bleistift,8,10,80
the floor,8,9,88.88888888888889,Der Boden,9,12,75
the magazines,7,9,77.78,die Zeitschriften,8,13,61.54
to lay,8,10,80,legen,7,8,87.5
mean,8,8,100,gemein,7,9,77.78
look out,8,10,80,pass auf,8,13,61.54
careful,7,9,77.78,vorsichtig,9,13,69.23076923076923
the scooter,7,9,77.78,der Motorroller,9,14,64.29
the stop sign,7,9,77.78,das Stoppschild,11,11,100
the beard,10,15,66.67,der bart,8,9,88.89
to come in,8,12,66.67,reinkommen,14,23,60.87
scared,7,8,87.5,angst,8,13,61.54
what happened,8,10,80,Was ist passiert,7,7,100
done,7,7,100,fix und fertig,8,8,100
have planned,13,18,72.22,haven vor,14,28,50
the plates,11,15,73.33,die teller,11,18,61.11111111111112
the field,14,23,60.87,der Wiese,7,8,87.5
the legs,11,12,91.67,die Beine,8,10,80
the onions,9,9,100,die Zwiebeln,9,15,60
to use,8,9,88.89,benutzen,8,11,72.72727272727273
the coat,8,8,100,der mantel,7,7,100
the beer mug,9,9,100,der bierkrug,8,8,100
the apron,7,8,87.5,die Schürze,8,12,66.67
the festival,10,10,100,das fest,8,9,88.89
to try on,8,8,100,anprobieren,8,10,80
the dressing rooms,8,8,100,Die Umkleidekabinen,8,12,66.66666666666666
the pants,8,10,80,die hose,7,7,100
to fit,14,20,70,passen,9,12,75
too tight,7,8,87.5,zu eng,8,11,72.72727272727273
it does not matter,7,9,77.78,egal,8,9,88.88888888888889
The mushroom,7,8,87.5,Der Pilz,8,11,72.72727272727273
fabulous,8,9,88.89,großartig,11,19,57.89
the tallest,7,7,100,am höchsten,9,13,69.23
the nature,8,8,100,die natur,8,8,100
the plane,16,32,50,das flugzeug,11,18,61.11
nobody,8,8,100,niemand,7,9,77.78
to demonstrate,15,28,53.57,zeigen,11,23,47.83
the alarm,8,11,72.72727272727273,der wecker,8,12,66.67
to get up,11,16,68.75,aufstehen,8,10,80
the news,12,20,60,die Nachrichten,11,18,61.111111111111114
brush my teeth,8,10,80,putze mir die Zähne,7,8,87.5
the company,7,8,87.5,die ferma,8,10,80
the cafeteria,10,14,71.43,der kantine,8,8,100
around,11,16,68.75,gegen,11,19,57.89
to turn off,7,7,100,ausmachen,14,24,58.33
to fall asleep,7,8,87.5,einschlafen,8,13,61.54
the farm,8,11,72.73,der Bauernhof,8,9,88.89
downstairs,7,9,77.78,unten,9,14,64.28571428571429
the lion,8,12,66.67,der Löwe,10,10,100
the rabbit,9,11,81.81818181818183,das Kaninchen,7,8,87.5
to laugh,8,9,88.89,Lachen,9,9,100
about,7,7,100,über,9,12,75
to tell,11,18,61.11,erzählen,9,15,60
daily,7,7,100,täglich,9,10,90
the sweets,11,15,73.33,die Süßigkeiten,8,8,100
sailing,8,10,80,segeln,11,18,61.11
the tent,8,11,72.73,das zelt,9,10,90
isn't it,11,13,84.61538461538461,nicht war,7,8,87.5
in a hurry,9,9,100,in Eile,8,10,80
waiting room,8,9,88.89,wartezimmer,7,7,100
what about,7,9,77.78,Worüber,9,16,56.25
what is new,7,8,87.5,was gibt's Neues,7,7,100
one and a half,7,7,100,eineinhalb,8,8,100
to break up,9,10,90,schluss machen,15,26,57.69
difficult,8,8,100,schwierig,8,9,88.89
snored,10,13,76.92307692307693,hat geschnarcht,7,8,87.5
washed the dishes,7,7,100,abgewaschen,13,24,54.17
strange,7,8,87.5,komisch,8,8,100
to snore,8,10,80,schnarchen,9,10,90
really,8,9,88.89,echt,9,9,100
mad,10,15,66.67,sauer,10,16,62.5
to lose (at something),10,13,76.92307692307693,verloren,9,14,64.29
last,7,10,70,zuletzt,8,9,88.88888888888889
upstairs,7,9,77.78,oben,10,14,71.42857142857143
the nap,10,11,90.91,das Nickerchen,9,11,81.81818181818183
under,9,9,100,unter,9,12,75
to give up,7,9,77.78,aufgeben,7,11,63.64
days,8,9,88.89,tagen,9,9,100
to get,9,9,100,bekommen,9,13,69.23076923076923
the birth year,7,7,100,das Geburtsjahr,7,8,87.5
to arrive,7,7,100,ankommen,7,10,70
the second,8,8,100,die sekunde,10,14,71.42857142857143
the headphones,8,9,88.89,die Kopfhörer ,8,10,80
behind,8,8,100,hinter,10,12,83.33333333333334
the drawer,9,11,81.82,der Schublade,9,12,75
the wallet,8,9,88.89,Der Geldbeutel,7,8,87.5
everywhere,8,8,100,überall,8,13,61.54
well-known,11,11,100,bekannt,10,14,71.42857142857143
computer science,7,8,87.5,informatik,8,10,80
clear,9,9,100,klar,8,8,100
to answer,9,11,81.81818181818183,anworten,9,11,81.81818181818183
to listen,7,8,87.5,zuhören,9,11,81.81818181818183
the lecture,15,27,55.56,der Vorlesung,14,24,58.33
the bathtub,8,9,88.89,die Badewanne,9,12,75
the day after tomorrow,7,8,87.5,übermorgen,8,12,66.67
the cash,12,20,60,das bargeld,9,9,100
the seats,8,8,100,die Sitzplätze,15,26,57.69
to pay for,7,8,87.5,bezahlen,12,23,52.17
famous,9,11,81.82,berühmt,12,18,66.67
guy,7,7,100,typ,10,10,100
the stage,18,30,60,die Bühne,9,12,75
the day before yesterday,10,10,100,vorgestern,9,12,75
the apprenticeship,14,19,73.68,die Ausbildung,9,14,64.28571428571429
major,12,14,85.71,hauptfach,8,10,80
to lose (something),10,15,66.67,verlieren,11,19,57.89473684210527
to ride,16,26,61.54,Reiten,9,14,64.28571428571429
to practice,11,13,84.62,trainieren,8,8,100
to do math,7,7,100,rechnen,7,9,77.78
to spell,10,13,76.92,buchstabieren,9,13,69.23076923076923
to belong to,9,10,90,gehören ,9,16,56.25
colored pencils,8,10,80,Farbstifte,9,11,81.81818181818183
the drawing,8,11,72.73,Die Zeichnung,10,17,58.82
to climb,7,8,87.5,klettern,8,9,88.89
the playground,11,15,73.33333333333333,Der Spielplatz,7,7,100
to take place,10,14,71.43,statt finden,12,20,60
to become,14,20,70,werden,8,11,72.73
writer,14,23,60.87,Schriftsteller,11,16,68.75
to build,7,7,100,bauen,11,18,61.111111111111114
awful,7,9,77.78,schrecklich,8,13,61.53846153846154
one day,9,9,100,eines tages,8,11,72.73
the landscape,13,19,68.42,Die Landschaft,8,12,66.67
the prize,10,13,76.92,Der Preis,8,10,80
what kind of,9,11,81.81818181818183,Was für,8,12,66.67
the people,7,7,100,der Menschen,9,12,75
the environment,8,11,72.73,die Umwelt,9,12,75
to earn,8,8,100,verdienen,11,15,73.33
the tie,10,11,90.91,die Krawatte,9,9,100
the briefcase,8,9,88.89,die Aktentasche,7,9,77.78
horrible,12,20,60,scheußlich,9,13,69.23
the notebook,10,14,71.42857142857143,das Notizbuch,11,12,91.66666666666666
the mug,8,9,88.88888888888889,der becher,9,11,81.81818181818183
huge,7,9,77.78,riesigen,9,12,75
the belt,8,10,80,der Gürtel,8,8,100
You did not know that,12,20,60,Hast du das nicht gewusst?,7,11,63.64
the bike ride,7,7,100,die Radtour,8,10,80
rained,7,7,100,geregnet,7,7,100
the thunderstorm,7,8,87.5,das Gewitter,8,9,88.88888888888889
piece of advice,9,11,81.82,Ratschlag,9,15,60
pale,7,7,100,blass,9,15,60
feel bad for,9,11,81.81818181818183,habe Mitleid mit,15,30,50
benefits,17,33,51.52,vorteile,9,13,69.23076923076923
walk,7,8,87.5,spaziergang,7,9,77.78
stiff,11,18,61.11,steif,7,8,87.5
the neck,7,10,70,der nacken,7,7,100
the story,7,9,77.78,die Geschichte,8,12,66.67
the helicopter,16,27,59.26,der Hubschrauber,7,8,87.5
the snake,7,7,100,die Schlange,9,13,69.23076923076923
sassy,7,9,77.78,frech,8,11,72.72727272727273
hard working,13,21,61.9,fleißig,10,15,66.67
when I was a kid,10,13,76.92,als ich ein kind war,8,8,100
cartoons,12,19,63.16,Zeichentrickfilme ,9,9,100
not at all,11,19,57.89,gar nicht,8,10,80
liked,13,20,65,gemocht,10,15,66.66666666666666
members,8,11,72.72727272727273,Mitglieder,12,20,60
easy,15,27,55.56,leicht,8,10,80
geography,13,20,65,Erdkunde,8,11,72.72727272727273
hated,7,8,87.5,gehasst,11,16,68.75
subject,8,9,88.89,Fach,10,16,62.5
have traveled,7,7,100,bist ... gereist,9,15,60
have stayed,19,39,48.72,bist ... geblieben,12,20,60
countries,7,9,77.78,Länder,7,8,87.5
the monitor,13,19,68.42,der Bildschirm,7,7,100
regularly,8,9,88.89,regelmäßig,7,8,87.5
inside,7,7,100,drinnen,8,8,100
to tidy up,9,12,75,aufräumen,15,29,51.72
agreed,14,25,56,einverstanden,19,38,50
the furniture,10,15,66.67,die Möbel,8,10,80
unusual,12,20,60,ungewöhnlich,7,9,77.78
the stove,7,8,87.5,der herd,11,13,84.61538461538461
across from,10,14,71.43,gegenüber,9,12,75
square meters,8,10,80,Quadratmeter ,8,11,72.73
especially,9,12,75,besonders,14,25,56
to go outside,7,10,70,hinausgehen,8,11,72.72727272727273
to chat,8,10,80,plaudern,10,12,83.33333333333334
nevertheless,8,11,72.73,trotzdem,11,18,61.11
the blanket,8,11,72.72727272727273,die decke,8,12,66.66666666666666
the knife,12,19,63.16,das messer,8,11,72.72727272727273
the fork,9,13,69.23,die gabel,11,12,91.66666666666666
to feed,12,19,63.16,fütteren,7,8,87.5
to look after,8,10,80,aufpassen,8,13,61.53846153846154
the flat tire,10,13,76.92,die Reifenpanne,8,9,88.89
the tire,8,11,72.73,der Reifen,8,9,88.89
to change,15,25,60,wechseln,10,14,71.43
to lend,8,9,88.89,leihen,8,12,66.66666666666666
the letter,9,15,60,der breif,7,7,100
the stamp,16,25,64,die briefmarke,7,7,100
the envelope,7,8,87.5,der briefumschlag,7,9,77.78
the package,9,10,90,das Paket ,11,18,61.11111111111112
out of town,7,8,87.5,verreist,8,12,66.66666666666666
to accept,8,11,72.72727272727273,annehmen,9,15,60
out of town for business,7,8,87.5,geschäftlich verreist,10,16,62.5
the oil,7,8,87.5,das Öl,9,9,100
to fry,7,7,100,braten,8,9,88.89
the cans,9,10,90,die Dosen,9,14,64.29
secretary,8,9,88.88888888888889,Sekretär,8,13,61.53846153846154
to copy,11,17,64.71,kopieren,9,10,90
handyman,8,9,88.88888888888889,Handwerker,9,11,81.81818181818183
to repair,7,7,100,reparieren,8,10,80
to grade,7,7,100,korrigieren,7,10,70
to close,7,8,87.5,zumachen,12,20,60
to open up,7,7,100,aufmachen,12,20,60
to spend (time),19,38,50,verbringen,12,24,50
went out,7,9,77.78,sind...ausgegangen,9,11,81.81818181818183
rarely,12,20,60,selten,7,10,70
the bean,8,9,88.89,die Bohne,9,13,69.23076923076923
the salmon,8,10,80,der Lachs,9,13,69.23
free of charge,8,8,100,kostenlos,9,13,69.23
anything else for you,7,9,77.78,Sonst noch etwas für Sie,10,14,71.42857142857143
the zipcode,8,10,80,Die Postleitzahl,10,16,62.5
a quarter of an hour,8,8,100,eine Viertelstunde,8,12,66.67
the juice,8,10,80,der saft,7,7,100
change ($),7,9,77.78,kleingeld,12,22,54.55
the delivery person,8,16,50,Der Lieferant ,8,12,66.67
the tip,7,9,77.78,das Trinkgeld,8,10,80
but rather,9,9,100,sondern,15,26,57.69
the garlic,7,9,77.78,der Knoblauch ,9,11,81.81818181818183
vinegar,7,9,77.78,essig,10,10,100
outstanding,8,11,72.73,hervorragend ,10,16,62.5
opened,9,14,64.29,aufgemacht,14,24,58.33
got up,7,8,87.5,aufgestanden,15,27,55.56
to offer,10,16,62.5,anbieten,12,20,60
to lie,7,8,87.5,lügen,8,11,72.73
degree,7,9,77.78,Abschluss,11,22,50
the ghost,9,11,81.81818181818183,das Gespenst,8,11,72.72727272727273
the monster,11,18,61.11,das Ungeheuer,9,10,90
the monkey,7,8,87.5,der affe,8,8,100
curious,13,21,61.9,neugierig,8,11,72.73
to shout,8,11,72.72727272727273,schreien,11,18,61.11
to wake up,8,10,80,wecken,12,20,60
to meet,7,9,77.78,kennenlernen,9,9,100
met,7,8,87.5,kennengelernt,7,8,87.5
the sunglasses,7,7,100,die Sonnenbrille,10,10,100
offers,10,14,71.43,bietet an,20,37,54.05
the sky,7,7,100,der himmel,7,7,100
how do you feel,10,15,66.67,Wie fühlst du dich,8,9,88.89
passed,13,20,65,bestanden,11,18,61.11111111111112
to pass,7,9,77.78,bestehen,10,20,50
depressed,10,14,71.43,deprimiert,8,9,88.89
to fight,12,20,60,streiten,7,10,70
the rain,7,7,100,der regen,9,9,100
report card,13,23,56.52,Zeugnis,8,12,66.66666666666666
the spider,8,9,88.89,die spinne,8,10,80
to cry,7,9,77.78,Weinen,7,7,100
traffic,7,7,100,stau,9,10,90
annoyed,17,28,60.71,geärgert,7,10,70
was excited,14,26,53.85,gefreut,16,32,50
back then,11,17,64.71,Damals,10,16,62.5
The building,7,9,77.78,das Gebäude,7,8,87.5
to unpack,7,9,77.78,auspacken,8,10,80
unpacked,11,16,68.75,ausgepackt,8,9,88.89
to share,7,10,70,teilen,7,9,77.78
the wall,14,23,60.87,die wand,9,9,100
the trash can,7,9,77.78,der Mülleimer,8,11,72.73
next to,9,9,100,neben,7,7,100
the map,7,9,77.78,die landkarte,7,7,100
the printer,7,8,87.5,der druker,8,10,80
the curtain,7,7,100,der vorhang,9,13,69.23076923076923
the fan,7,10,70,Der Ventilator,7,8,87.5
brought along,7,9,77.78,mitgebracht,7,8,87.5
the electric kettle,10,16,62.5,der Wasserkocher,8,11,72.72727272727273
the bedsheets,13,21,61.9,die Bettlaken,12,23,52.17
to fill out,7,8,87.5,ausfüllen,8,10,80
filled out,9,11,81.81818181818183,ausgefüllt,9,12,75
whose,8,10,80,wessen,9,12,75
the city map,7,10,70,Der stadtplan,10,10,100
the bridge,7,8,87.5,die Brücke,7,8,87.5
of the,7,8,87.5,vom,7,9,77.78
to cross,10,16,62.5,überqueren,11,17,64.70588235294117
gas,8,9,88.89,Benzin,7,8,87.5
the tank,9,11,81.81818181818183,der tank,7,8,87.5
the capital,12,19,63.16,die Hauptstadt,7,7,100
the hill,8,10,80,der Hügel,9,12,75
the crossing,11,16,68.75,Die Kreuzung,11,19,57.89473684210527
to drive around,7,9,77.78,um ... herumfahren,7,11,63.64
toured,7,10,70,besichtigt,17,33,51.52
in fact,10,15,66.67,tatsächlich,15,27,55.56
to stand in line,7,8,87.5,Schlange stehen,9,11,81.82
ever,9,11,81.82,jemals,10,20,50
visited,8,12,66.67,besichtigt,8,11,72.73
sex,7,10,70,geschlecht,9,12,75
exciting,12,19,63.16,spannend,13,20,65
summary,12,17,70.59,Zusammenfassung,9,11,81.81818181818183
Miles,7,8,87.5,Meilen,10,11,90.9090909090909
to knit,11,18,61.11,stricken,9,11,81.82
somewhere,7,9,77.78,irgendwo,7,10,70
snowed,7,8,87.5,geschneit,8,9,88.89
the winter boots,13,24,54.17,die Winterstiefel,8,11,72.72727272727273
flat,7,7,100,flach,11,16,68.75
freezing,7,8,87.5,eiskalt,7,9,77.78
weekly,7,8,87.5,wöchentlich,8,8,100
pleasant,10,16,62.5,angenehm,8,10,80
of,7,7,100,von,11,17,64.71
to die,7,10,70,sterben,10,14,71.42857142857143
wrong,7,8,87.5,falsch,7,8,87.5
the test,13,26,50,die Klassenarbeit,10,15,66.67
the sentence,7,8,87.5,der satz,10,15,66.66666666666666
the mistake,11,17,64.71,Der Fehler,9,15,60
to prepare for,9,12,75,vorbereiten,17,35,48.57
the vocabulary,7,8,87.5,die Vokabeln,7,7,100
argues,11,16,68.75,streitet sich,10,16,62.5
are allowed to,8,8,100,darf,12,23,52.17
to interrupt,10,15,66.67,stören,15,31,48.39
the class,19,37,51.35,Der Unterricht,10,14,71.43
the square,7,10,70,das viereck,7,9,77.78
the ruler,8,9,88.88888888888889,das lineal,9,9,100
took,7,10,70,habe .. genommen,9,12,75
the calculator,12,20,60,der Taschenrechner,9,13,69.23076923076923
the eraser,15,26,57.69,der Radiergummi,8,10,80
to cut class,13,22,59.09,schwänzen,9,13,69.23
to get married,11,16,68.75,heiraten,9,15,60
to sell,11,15,73.33,verkaufen,9,10,90
the folders,9,14,64.29,die Ordner,11,18,61.11
experience,15,31,48.39,Erfahrung,14,27,51.85
foreign languages,7,9,77.78,Fremdsprachen,9,13,69.23076923076923
necessary,17,30,56.67,notwendig,12,23,52.17
employees,12,22,54.55,Mitarbeiter,9,13,69.23
the lunchtime,9,12,75,die Mittagszeit,7,10,70
the sheep,7,7,100,das schaf,7,8,87.5
useful,8,8,100,nützlich,13,22,59.09
at least,7,9,77.78,wenigstens,9,14,64.29
to curse,7,10,70,schimpfen,8,11,72.72727272727273
The parrots,7,8,87.5,Die Papageien,9,15,60
the heater,15,26,57.69,die Heizung,8,11,72.73
the keyboard,7,7,100,Die Tastatur,8,10,80
angry,14,25,56,wütend,8,13,61.54
Fell down,16,28,57.14,runtergefallen,9,12,75
the flu,7,7,100,die Grippe,7,10,70
the accident,7,9,77.78,der unfall,7,9,77.78
singer (female),7,9,77.78,Sängerin,9,15,60
grew up,17,32,53.13,sind ... aufgewachsen,12,20,60
shown,14,28,50,haben ... gezeigt,9,16,56.25
the trash,7,8,87.5,der Müll,7,7,100
the laundry,7,10,70,Die Wäsche,10,15,66.66666666666666
the roof,8,12,66.66666666666666,das Dach,8,11,72.72727272727273
the poor,12,18,66.67,die Armen,8,11,72.73
the lawn,10,14,71.43,Der Rasen,11,15,73.33333333333333
to mow,7,8,87.5,mähen,9,12,75
The feeling of being alone in the woods,11,16,68.75,Waldeinsamkeit,9,13,69.23
invited,8,10,80,haben ...  eingeladen,7,9,77.78
the discount,8,10,80,die Ermäßigung,9,12,75
except for,9,12,75,Außer,11,23,47.82608695652174
most,7,9,77.78,meisten,11,23,47.82608695652174
inhabitants,7,9,77.78,einwohnen,10,16,62.5
Did you know,12,19,63.16,wusstest du,8,13,61.53846153846154
most beautiful,8,10,80,schönsten,8,12,66.67
ship,7,9,77.78,Schiff,9,13,69.23076923076923
to call back,9,12,75,zurückrufen,7,8,87.5
to hurry up,9,14,64.29,beeilen,10,21,47.62
do they remember,11,16,68.75,Erinnern sie sich,11,21,52.38095238095239
called back,11,17,64.71,haben ..  zurückgerufen,9,14,64.28571428571429
occupied,11,15,73.33333333333333,besetzt,9,15,60
to miss,15,28,53.57,verpassen,11,21,52.38
started,16,26,61.54,angefangen,7,11,63.64
the beginning,15,23,65.22,der anfang,9,14,64.29
the row,7,7,100,Die reihe,8,9,88.89
The Sequel,11,18,61.11,Die Fortsetzung,8,11,72.73
the plot,15,27,55.56,Die Handlung,10,14,71.42857142857143
nonsense,8,9,88.89,Quatsch,11,17,64.71
environmental protection,8,8,100,Umweltschutz,9,11,81.82
The poems,7,8,87.5,Die Gedichte,7,9,77.78
to fall in love,8,12,66.66666666666666,verlieben,8,11,72.73
the idea,7,8,87.5,die Idee,8,8,100
to suggest,12,17,70.59,vorschlagen,10,18,55.55555555555556
for example,11,16,68.75,zum Beispiel,7,8,87.5
the face,7,10,70,das Gesicht,7,8,87.5
the toothbrush,8,8,100,die Zahnbürste,9,14,64.28571428571429
the hairbrush,8,9,88.89,die Haarbürste,8,9,88.89
brushed,8,10,80,haben ... geputzt,11,21,52.38095238095239
to shave,12,18,66.67,rasieren,8,10,80
thin,7,8,87.5,dünn,10,11,90.9090909090909
The raincoat,7,7,100,Der Regenmantel,8,10,80
to put on,8,12,66.67,anziehen,10,21,47.62
felt,8,9,88.89,hast ... gefühlt,9,11,81.81818181818183
afterwards,11,16,68.75,danach,11,17,64.71
was there,7,10,70,gab es,8,13,61.54
to lie down,14,23,60.87,sich hinlegen,8,11,72.73
unbearable,8,11,72.73,unerträglich,8,11,72.73
sat,10,14,71.43,haben ... gesessen,8,12,66.67
the heat,7,7,100,die hitze,7,7,100
the wind,8,10,80,der wind,8,8,100
because of,7,10,70,wegen,15,26,57.69
to jump,8,8,100,springen,8,8,100
the wood,7,9,77.78,das holz,10,13,76.92
the kite,12,17,70.59,der drachen,10,16,62.5
the instructions,21,36,58.33,die Anweisungen,8,13,61.54
colorful,10,14,71.43,bunte,11,16,68.75
the throat,7,9,77.78,der hals,10,11,90.9090909090909
the cabbage,8,11,72.73,der kohl,7,7,100
to dry,7,8,87.5,abtrocknen,8,12,66.67
the sink,8,13,61.54,das Spülbecken,8,8,100
to break,14,27,51.85,zerbrechen,7,9,77.78
to vacuum,8,11,72.72727272727273,Staubsaugen,9,11,81.82
broke,10,15,66.67,habe ... zerbrochen,8,9,88.89
the spoon,7,8,87.5,der Löffel,9,11,81.81818181818183
between,9,10,90,zwischen,9,10,90
to comb,8,9,88.89,kämmen,9,14,64.28571428571429
moist,10,14,71.43,feucht,10,15,66.67
dry,8,10,80,trocken,11,16,68.75
the mouth,7,8,87.5,der Mund,9,14,64.29
to throw,12,17,70.59,werfen,7,9,77.78
the hat,7,10,70,Die Mütze,10,15,66.66666666666666
the bracelet,8,12,66.67,das armband,7,8,87.5
to go with (match),7,10,70,zupassen,14,30,46.67
to spend,8,12,66.66666666666666,ausgeben,12,23,52.17
The underwear,8,8,100,die Unterwäsche,8,11,72.73
The Jewelry,7,7,100,der schmuck,11,15,73.33
to give away,16,27,59.26,Verschenken,13,23,56.52
moved in,15,30,50,sind ... eingezogen,12,20,60
rest,11,17,64.71,Erholung,7,11,63.64
to set,14,24,58.33,decken,10,17,58.82352941176471
mech e,8,8,100,Maschinenbau,7,8,87.5
crazy,8,9,88.89,verrückt,9,9,100
likable,7,9,77.78,sympathisch,16,31,51.61
fashion,7,7,100,mode,9,15,60
the fur,7,7,100,das fell,7,11,63.64
the animal shelter,8,10,80,der Tierheim,8,12,66.66666666666666
to get along,8,13,61.53846153846154,sich verstehen,13,27,48.15
just as,8,10,80,genauso,7,7,100
fat,7,7,100,dick,8,11,72.73
cuddly,15,23,65.22,kuschelig,7,9,77.78
talented,12,20,60,begabt,22,40,55
to get worked up,10,17,58.82,sich aufregen,7,9,77.78
patient,18,30,60,geduldig,8,12,66.67
shy,7,9,77.78,schüchtern,14,24,58.33
electronics stores,8,8,100,Elektroläden,11,22,50
round,8,10,80,runden,7,9,77.78
the travel adapter,7,9,77.78,der Reiseadapter,8,9,88.89
to explain,7,9,77.78,erklären,9,15,60
lower (prices),7,10,70,niedriger,16,27,59.26
damaged,16,27,59.26,beschädigt,11,16,68.75
stupid/silly,8,10,80,blöd,8,13,61.54
to return,15,26,57.69,zurückkehren,9,14,64.28571428571429
to complain,11,16,68.75,sich beschweren,7,10,70
how about,7,10,70,Wie wäre es mit,10,18,55.56
to exchange,14,25,56,Umtauschen,7,11,63.64
to describe,9,13,69.23076923076923,beschreiben,8,11,72.73
to get back,7,10,70,zurückbekommen,13,25,52
I am not sure,7,11,63.64,Ich bin mir nicht sicher,9,9,100
mountain climbing,10,15,66.67,Bergsteigen,9,11,81.81818181818183
skydiving,7,7,100,Fallschirmspringen,8,10,80
risky,7,7,100,riskant,9,10,90
in my opinion,7,7,100,Meiner Meinung nach,8,11,72.73
kind of ice cream,8,10,80,Eissorte,9,13,69.23
whipped cream,7,7,100,Schlagsahne,8,8,100
fried,12,20,60,gebraten,9,10,90
to consume,10,16,62.5,verbrauchen,15,30,50
to protect,9,14,64.29,beschützen,15,30,50
forests,7,9,77.78,Wälder,11,22,50
on the topic of,7,8,87.5,zum Thema,11,17,64.70588235294117
conversations,7,10,70,Gespräche,13,23,56.52
the topics,10,13,76.92,die Themen,7,9,77.78
the topic,8,11,72.72727272727273,das thema,7,8,87.5
stubborn,8,8,100,stur,8,12,66.67
The Mud,10,15,66.67,Der matsch,7,7,100
to take along,7,9,77.78,mitnehmen,11,17,64.70588235294117
to your house,7,7,100,zu dir nach Hause,10,13,76.92307692307693
to your house (plural),10,14,71.43,zu dir euch Hause,9,16,56.25
the braces,7,9,77.78,die zahnspange,8,9,88.89
to introduce,11,21,52.38095238095239,vorstellen,13,27,48.15
the noise,11,19,57.89,die Geräusche,9,12,75
the cage,10,16,62.5,der Käfig,10,14,71.42857142857143
to feed,8,8,100,füttern,8,9,88.89
the twins,11,16,68.75,die Zwillinge,7,8,87.5
generous,13,22,59.09,großzügig,10,13,76.92307692307693
to steal,7,10,70,stehlen,8,10,80
introduced,15,30,50,haben vorgestellt,10,14,71.42857142857143
thirsty,7,7,100,durstig,11,15,73.33333333333333
to charge,7,10,70,aufladen,8,12,66.67
salesperson (male),9,12,75,Verkäufer,17,30,56.67
the island,7,8,87.5,die insel,8,10,80
the islands,8,8,100,die inseln,9,12,75
in favor of us,11,15,73.33,"dafür, dass wir",12,19,63.16
the guidebook,7,9,77.78,der Reiseführer,9,16,56.25
sense,7,8,87.5,sinn,8,11,72.72727272727273
the swim trunks,7,7,100,Die Badehose,10,17,58.82352941176471
The sunburn,10,16,62.5,der Sonnenbrand,10,11,90.9090909090909
against it,13,24,54.17,dagegen,11,17,64.70588235294117
it would be,7,10,70,Es wäre,9,15,60
attractions,11,16,68.75,Sehenswürdigkeiten,8,8,100
century,9,9,100,Jahrhundert,8,10,80
the city tour,14,25,56,Die Stadtführung,9,14,64.28571428571429
the hostel,10,16,62.5,die jugendherberge,8,15,53.33
the swimming pool,7,10,70,das Schwimmbecken,7,8,87.5
similar,8,10,80,ähnlich,11,17,64.70588235294117
the carnival parade,7,8,87.5,der Karnevalsumzug,8,10,80
to dress up,10,16,62.5,verkleiden sich,10,15,66.66666666666666
the city hall,8,12,66.67,das Rathaus,8,9,88.89
the competition,7,10,70,der Wettbewerb,11,19,57.89
to participate,8,13,61.54,teilnehmen,18,34,52.94
the classmates,8,10,80,die Mitschüler,11,17,64.71
funny,10,16,62.5,witziger,9,14,64.29
to guess,7,9,77.78,raten,8,13,61.54
evil,7,8,87.5,böse,7,10,70
pajamas,7,8,87.5,Schlafanzug,8,10,80
curly hair,8,8,100,Lockige haare,8,8,100
the masks,9,9,100,die masken,9,9,100
great,7,10,70,klasse,8,10,80
dressed up,8,12,66.67,haben ... verkleidet,9,14,64.28571428571429
it does not make any sense,8,8,100,es macht keinen Sinn,12,22,54.55
does it make sense,7,9,77.78,macht es sinn,8,12,66.67
dizzy,15,25,60,schwindelig,9,10,90
weak,8,10,80,schwach,9,12,75
to throw up,9,13,69.23,übergeben,8,10,80
absolutely,8,12,66.67,unbedingt,13,22,59.09
throws up,8,13,61.53846153846154,übergibt sich,7,11,63.64
your age,8,11,72.73,Ihr alter,7,8,87.5
insured,7,9,77.78,versichert,9,16,56.25
The doctor's office,7,10,70,Die Praxis,7,9,77.78
dizzy,7,9,77.78,schwindelig,9,11,81.81818181818183
are you in pain,7,7,100,haben sie schmerzen,8,10,80
to rest,8,9,88.88888888888889,Erholen,11,16,68.75
nothing at all,8,12,66.67,überhaupt nicht,9,14,64.28571428571429
to come back,7,8,87.5,zurückkommen,8,11,72.72727272727273
contest,7,9,77.78,Wettbewerb,7,11,63.64
some,7,8,87.5,manche,9,10,90
I am worried,13,23,56.52,ich mache mir sorgen,11,18,61.11111111111112
to turn,7,9,77.78,abbiegen,8,11,72.73
to decide,10,18,55.56,sich entscheiden,11,15,73.33333333333333
decided,11,20,55.00000000000001,haben sich... entschieden,9,12,75
the cruise,7,9,77.78,die kreuzfahrt,7,9,77.78
in order to,7,7,100,um zu,9,10,90
Venice,7,8,87.5,Venedig,10,11,90.9090909090909
to book,7,8,87.5,buchen,9,11,81.81818181818183
on the website,7,10,70,auf der website,8,8,100
the wifi,7,7,100,das WLAN,8,9,88.89
